distance_km,eta_minutes,drivers,riders,demand_ratio,weather_multiplier,traffic_multiplier,hour_of_day,day_of_week,is_shared,final_price,distance_fee,time_fee,weather_fee,traffic_fee,surge_fee,pricing_mode
22.355140601839274,58.81,16,41,2.5625,1.15,1.1,12,4,0,1043.82,290.62,73.51,25,20,639.27,surge
15.96289633693294,30.41,29,56,1.931,1.0,1.1,9,1,0,504.26,207.52,38.02,0,20,247.23,surge
19.972876936770387,55.9,34,13,0.3824,1.25,1.1,19,1,0,380.13,259.65,69.88,40,20,0.0,surge
12.814608781077206,47.94,29,60,2.069,1.05,1.1,17,3,1,337.52,166.59,59.92,8,20,272.06,surge
14.634145173345798,21.8,6,42,5.0,1.0,1.25,12,4,1,504.37,190.24,27.25,0,35,504.98,surge
12.566683498562165,22.01,41,6,0.1463,1.35,1.0,0,6,0,254.68,163.37,27.51,60,0,0.0,surge
5.28345320105209,12.84,13,66,5.0,1.1,1.25,16,4,1,258.52,68.68,16.05,15,35,269.46,surge
18.20007682390688,67.68,5,50,5.0,1.0,1.25,11,5,0,1075.44,236.6,84.59,0,35,712.38,surge
7.378922879800967,23.66,27,72,2.6667,1.05,1.0,22,2,0,363.64,95.93,29.58,8,0,222.52,surge
1.095741177570619,3.87,26,85,3.2692,1.1,1.0,5,5,0,105.13,14.24,4.84,15,0,68.16,surge
16.31407124972561,33.73,11,33,3.0,1.25,1.25,6,6,0,962.49,212.08,42.16,40,35,658.48,surge
