distance_km,eta_minutes,drivers,riders,demand_ratio,weather_multiplier,traffic_multiplier,hour_of_day,day_of_week,is_shared,final_price
12.09336848964596,44.02298095031085,26,29,1.2,1.3,1.2,11,6,0,459.0
15.38232188859528,48.012941622882366,7,14,1.5,1.1,1.4,19,0,0,730.0
33.26573895152474,15.65218876301914,7,39,1.5,1.1,1.4,13,4,0,1107.0
11.041073686968208,44.71769558827606,31,59,1.0,1.0,1.0,9,0,1,211.0
8.730251364001248,9.364044313224293,30,11,1.0,1.0,1.2,8,4,0,200.0
9.009096596778308,7.506807625186033,14,46,1.5,1.0,1.4,22,0,0,383.0
9.309858606412828,10.815071004623722,28,17,1.0,1.0,1.4,14,3,0,224.0
31.09813553682877,7.59834857601662,5,8,1.8,1.0,1.4,19,4,1,758.0
29.052675461710326,43.02555067200991,31,54,1.0,1.0,1.2,23,3,1,429.0
12.624871009512418,7.657256500622237,10,47,1.0,1.3,1.4,9,6,0,490.0
8.79985052199855,17.2248886113645,24,40,0.8,1.0,1.0,18,3,1,117.0
17.084496056166955,9.669035459113537,4,18,1.5,1.0,1.4,18,4,1,482.0
18.921954254767858,18.293991634119422,20,22,1.8,1.0,1.2,11,2,1,420.0
10.534221895309534,9.075176042041422,11,12,1.2,1.0,1.4,22,6,1,222.0
25.225509244015022,35.06014628343563,15,36,1.8,1.0,1.2,11,6,0,884.0
14.314683414953599,10.99970673541588,9,31,1.0,1.5,1.6,8,1,1,452.0
30.175525075146503,43.33306666274996,12,46,0.8,1.0,1.4,19,0,0,736.0
10.999595338732082,41.773597282698844,11,41,1.5,1.0,1.4,3,5,0,536.0
23.67634839153059,5.614775846177424,32,27,1.8,1.0,1.2,0,0,0,739.0
10.743827536926641,45.307685998180155,34,11,1.5,1.0,1.4,15,5,0,402.0
18.475231862714875,6.302494253451518,24,16,1.5,1.3,1.2,0,2,0,591.0
11.057583149733958,15.784060323090047,17,29,1.0,1.0,1.0,12,1,1,143.0
27.916447725729686,6.457511199919778,7,7,1.0,1.0,1.4,2,2,0,569.0
10.071901730977203,20.11295691676922,14,30,1.8,1.0,1.4,11,1,0,408.0
8.65180674750366,28.123993657097223,3,8,1.0,1.5,1.2,22,4,0,368.0
14.281516289788334,40.849019105681215,14,46,1.0,1.0,1.2,8,4,0,428.0
4.028242325751675,20.209169771142626,24,40,1.2,1.3,1.4,3,5,1,180.0
9.251184425810324,36.74705111029026,8,19,1.0,1.0,1.4,1,3,0,326.0
6.546141986696044,13.437700570354115,21,36,1.5,1.0,1.2,21,3,0,279.0
6.559253600872232,38.77693055348569,21,33,0.8,1.1,1.6,21,5,1,185.0
7.219426106196748,15.61984726591569,18,14,1.5,1.0,1.6,8,4,0,324.0
27.719094143274567,11.459514017469557,33,25,1.2,1.0,1.2,19,5,1,485.0
14.923811695875179,13.343398266832443,21,58,1.2,1.0,1.2,23,3,0,423.0
24.93390845635893,13.192840799683493,5,20,1.2,1.0,1.4,12,5,1,512.0
6.51039162465096,28.0788295719646,25,51,1.0,1.3,1.6,13,4,0,338.0
8.316332869422233,43.015891153466576,12,23,1.2,1.0,1.4,2,2,1,241.0
34.33690999598571,8.582228464662753,29,33,1.2,1.1,1.2,17,0,0,906.0
13.781309546773477,36.81303433220402,20,56,1.2,1.0,1.2,8,4,0,470.0
9.587529454061336,34.445590684378594,28,55,1.0,1.0,1.2,14,5,1,187.0
34.54615815983007,44.26339783232131,15,22,0.8,1.1,1.4,21,4,0,704.0
31.70960451484389,15.986640222810825,28,48,1.0,1.0,1.2,23,4,1,455.0
20.50762348510837,25.254943640826333,20,20,1.2,1.0,1.2,9,3,1,416.0
13.769965693450427,46.66223184995828,5,5,0.8,1.0,1.0,16,5,0,208.0
10.468465048574235,34.699705256089274,28,52,1.8,1.0,1.2,12,3,0,468.0
27.215601421515366,22.49457857877186,30,6,1.2,1.3,1.0,0,5,1,400.0
2.5125485477905767,10.91355722848708,25,19,1.5,1.0,1.0,10,3,1,86.0
12.332546946041429,16.811825355526597,5,43,1.5,1.0,1.6,4,3,0,482.0
9.363260323859663,31.15469648702225,25,32,1.0,1.1,1.2,8,2,0,310.0
23.656320044189385,37.317557640223114,27,5,1.5,1.0,1.4,6,4,0,754.0
13.63768888993359,10.598984908335208,29,9,1.2,1.0,1.0,6,2,0,247.0
11.139246465637312,31.98187670198243,28,46,1.8,1.0,1.2,1,3,0,494.0
14.524127644776156,29.765807547743794,14,26,1.8,1.3,1.2,18,2,1,470.0
17.78393402691391,28.12799510108186,33,57,0.8,1.5,1.0,19,6,1,336.0
11.724951332583917,36.055540295690356,29,40,1.0,1.1,1.0,17,6,1,224.0
15.029476441726228,42.685231778755785,22,50,1.2,1.0,1.6,9,4,0,737.0
10.28824712761777,19.53453574295908,9,17,1.2,1.1,1.0,4,4,0,277.0
12.166365139715017,45.005548554993176,27,5,1.0,1.0,1.0,15,3,1,169.0
21.26695835170286,12.22851256783478,32,20,1.0,1.0,1.4,22,4,1,297.0
27.30596050139604,12.786074138802395,26,59,1.0,1.5,1.2,4,2,0,772.0
11.273544616499182,17.004742863076576,10,45,1.2,1.0,1.4,14,1,0,401.0
19.485869665700903,10.378889129618502,11,26,2.0,1.0,1.0,21,4,0,648.0
18.20049872926388,15.36436511072949,16,36,1.5,1.3,1.2,15,2,0,665.0
8.457969165169203,9.788529330628007,7,20,1.0,1.1,1.4,3,6,0,275.0
8.16478481654703,41.97885876434257,32,55,0.8,1.0,1.6,13,6,0,273.0
25.83409624820008,11.253604634898107,23,19,1.0,1.0,1.0,23,2,0,382.0
26.812756679892757,38.628390090193555,21,50,1.2,1.0,1.2,16,6,1,511.0
22.15628168227098,7.156124056100018,23,56,1.5,1.0,1.0,16,2,0,586.0
32.4739718693269,47.68341473812618,18,46,1.0,1.0,1.2,20,4,0,713.0
28.550845349179063,37.002203938749474,26,57,1.2,1.0,1.6,15,1,1,701.0
28.35839997607254,5.30584468637503,14,16,1.8,1.5,1.0,8,3,0,1018.0
20.613664310319486,39.37354250900963,23,5,1.8,1.0,1.6,1,3,1,470.0
7.006270471825029,28.13368643447834,6,57,1.0,1.0,1.2,10,4,1,150.0
8.71190452791554,40.07143266508039,10,21,0.8,1.0,1.6,14,4,1,182.0
9.342934732414014,28.51235640007648,9,45,1.0,1.0,1.2,2,6,0,257.0
13.159365773959154,33.84611859359096,17,59,1.2,1.0,1.6,23,0,0,504.0
5.506744949720865,40.38492449277682,32,55,2.0,1.3,1.2,15,5,0,337.0
7.722586973421377,23.229862456453553,32,54,0.8,1.3,1.4,20,1,1,202.0
9.681608261447144,5.121866741920344,8,32,0.8,1.0,1.4,18,2,0,250.0
30.72411304522116,43.24759231753348,7,11,1.8,1.3,1.2,21,5,0,1056.0
3.9028618981092382,22.140066318109817,16,13,1.5,1.0,1.4,5,2,0,238.0
22.960105859090056,27.321922670746236,23,26,2.0,1.1,1.4,13,5,0,748.0
3.6573526103157716,5.349498896928592,15,30,1.0,1.0,1.6,4,3,1,106.0
3.935544654321781,27.144140465754408,12,57,1.0,1.3,1.2,4,5,0,228.0
2.2837041580813633,49.39193307072783,20,16,1.0,1.0,1.4,5,4,0,169.0
8.41934275273708,17.522044736844634,31,11,1.0,1.0,1.6,17,1,0,288.0
3.7061834098710387,22.793822160907013,33,50,1.2,1.1,1.2,21,3,1,133.0
15.877998852860102,35.92354984109045,6,51,1.0,1.0,1.2,17,6,1,300.0
22.8491637245896,41.66571503856464,10,19,0.8,1.0,1.6,18,5,0,572.0
16.669281699787668,23.782623080274515,26,42,1.8,1.0,1.2,1,1,0,623.0
10.1408641812084,18.935099168058166,13,25,1.0,1.1,1.2,16,4,0,288.0
27.075909058987754,47.20216099932802,19,18,1.5,1.0,1.2,0,6,0,823.0
20.93119824411861,35.47152350022512,20,6,1.0,1.0,1.6,8,2,0,624.0
3.1504025266749536,10.355958702191348,23,12,1.5,1.3,1.6,12,6,0,188.0
12.974215836599562,8.101754516059188,27,49,1.0,1.0,1.6,3,0,1,279.0
14.829530175806724,26.759743285566607,28,59,1.5,1.0,1.4,4,1,1,431.0
17.404144582411526,14.90405297212726,13,10,0.8,1.1,1.2,22,2,0,293.0
6.836235115306181,16.42931390193141,18,41,1.0,1.1,1.2,17,1,0,262.0
12.553007245171788,44.49614804725317,14,41,1.5,1.5,1.0,9,1,0,668.0
16.423165703468655,9.030471094233981,15,37,1.0,1.0,1.0,3,1,0,276.0
32.2338180757469,37.191385185300035,29,45,1.0,1.0,1.0,12,4,0,511.0
9.049083671394028,17.201401402126464,18,10,1.8,1.3,1.6,12,3,1,232.0
13.206188269544093,39.2147699631862,25,56,1.8,1.3,1.4,16,1,0,564.0
10.814209983267826,37.50851230085951,28,30,0.8,1.1,1.4,7,4,1,239.0
32.85116454972949,5.332635564993186,23,43,1.0,1.0,1.6,3,0,0,862.0
18.497628743519186,27.91109358147196,3,45,1.0,1.0,1.6,22,3,1,413.0
3.8116289629467137,11.269376707012086,33,41,1.0,1.0,1.4,2,4,0,152.0
15.720376365828528,43.98021637604045,18,18,2.0,1.3,1.2,10,6,1,434.0
9.680832387397139,44.2213647288083,17,41,1.2,1.0,1.2,11,0,0,339.0
10.6851067754184,23.825561337219114,8,12,1.2,1.0,1.2,8,6,1,253.0
28.592406654702156,24.997802830298625,14,43,2.0,1.0,1.2,14,3,0,1003.0
15.228359669081472,18.647732273203722,10,17,1.2,1.0,1.2,12,4,0,408.0
9.383287997184183,37.2472834532014,9,17,1.2,1.0,1.6,4,0,0,419.0
2.926337460948362,21.13976133619066,4,44,1.0,1.1,1.2,4,4,0,155.0
3.2697374820829905,17.05066135351852,14,47,1.0,1.0,1.2,18,0,0,151.0
27.69342546507883,24.45039767770287,23,32,1.2,1.0,1.4,10,1,0,781.0
3.109517044918984,9.116938327435642,16,22,0.8,1.0,1.4,8,1,0,128.0
11.761323881289465,38.59714420898917,18,23,1.0,1.3,1.2,2,3,1,273.0
13.308652706807667,5.566838057230413,13,42,1.0,1.5,1.2,17,0,0,474.0
31.872993281036475,34.00182776842672,22,36,0.8,1.1,1.6,12,1,1,510.0
4.118147552058586,13.228903703969259,11,26,1.2,1.1,1.2,11,3,0,187.0
10.362746839750592,15.45818207964859,12,6,1.2,1.0,1.4,8,2,0,373.0
5.785978822574545,33.6034399388018,34,17,1.0,1.1,1.2,9,1,0,213.0
6.170140844632566,49.68245596023082,19,27,1.0,1.5,1.2,12,1,0,358.0
21.083974392725615,39.99728700826478,14,29,1.2,1.0,1.2,19,5,0,637.0
9.90276620631478,15.16278345005264,34,32,1.0,1.0,1.4,19,4,0,280.0
8.30105173269061,12.921113976851021,8,15,1.2,1.5,1.6,12,2,0,354.0
25.40339784621502,43.980479162045164,21,37,1.5,1.1,1.2,21,0,1,649.0
6.227383186347712,24.988277656467694,13,28,1.0,1.0,1.0,8,3,0,196.0
10.475496373533806,11.167376127266996,11,6,1.5,1.5,1.0,23,2,1,254.0
29.15442700535055,43.799514049487215,23,34,1.5,1.0,1.4,9,0,1,750.0
8.006075447373725,41.72415588114176,31,21,0.8,1.0,1.2,18,1,0,194.0
4.302438832291636,49.27578637537236,8,44,0.8,1.1,1.0,5,6,1,101.0
7.322351478486126,45.938465902070774,29,38,2.0,1.0,1.2,6,5,0,420.0
32.66929525972121,43.33056523972437,27,42,1.0,1.1,1.2,14,6,1,501.0
30.884213250988108,7.365847901495142,27,26,1.5,1.0,1.6,21,3,0,959.0
18.031901496001986,9.698691627415311,34,9,1.2,1.0,1.4,18,3,0,516.0
8.229364409186502,30.604243743685526,26,52,1.0,1.0,1.2,13,2,0,248.0
8.738285480728578,28.91656608268194,27,44,1.0,1.0,1.2,15,4,1,185.0
5.0839482925679285,25.608344652029096,18,55,1.2,1.0,1.2,13,0,1,149.0
9.04124479059127,22.85551964365629,22,20,1.0,1.5,1.0,19,5,0,303.0
16.190494006955433,24.4044718188948,18,17,1.2,1.0,1.4,1,5,0,485.0
14.84039106656841,30.618407036065786,8,30,1.8,1.0,1.2,8,6,1,465.0
3.430675018859798,5.093443292003654,7,35,1.5,1.0,1.2,2,2,1,134.0
32.114745178115726,16.73189483597835,23,56,1.0,1.3,1.2,5,4,0,877.0
9.003123373385286,28.322587430991998,6,43,1.8,1.0,1.4,4,4,0,449.0
3.3857772907390333,37.49972444031408,4,52,1.5,1.0,1.4,13,4,1,214.0
5.868129867144667,12.837051157792835,30,27,1.8,1.0,1.4,14,3,1,185.0
7.10178639649426,29.609652820434484,8,52,1.2,1.0,1.4,17,0,0,370.0
10.686766381215211,37.15068577486018,11,16,1.5,1.0,1.4,16,0,1,305.0
12.439336671824625,25.00824460612571,30,18,1.2,1.1,1.4,8,6,0,483.0
4.423697407875309,6.218651015152297,19,22,1.0,1.3,1.2,18,2,1,129.0
3.911955252077493,25.21706713095365,16,31,2.0,1.0,1.0,22,1,0,276.0
30.079238071935677,18.34001994848689,9,32,0.8,1.3,1.6,8,2,0,1017.0
2.422840333386275,46.83423234655977,24,22,1.0,1.3,1.6,15,0,1,173.0
5.25315767613974,10.607602355524731,21,20,1.8,1.3,1.4,5,6,0,228.0
20.900814153083125,34.36141799782544,3,56,0.8,1.5,1.4,7,3,1,526.0
13.049679829248605,7.372389485052552,31,20,1.8,1.3,1.2,2,2,0,431.0
9.806719185637494,25.07766970157134,22,17,1.5,1.0,1.2,21,6,1,254.0
2.5417477078309956,29.929076924903626,33,33,0.8,1.0,1.6,4,1,0,145.0
27.531850221864204,18.407971909258947,32,13,1.0,1.0,1.6,6,5,0,637.0
7.225101876920148,25.478403598417298,27,30,1.5,1.3,1.2,22,2,1,225.0
22.434481328046864,12.359920753858432,17,32,1.2,1.0,1.2,0,6,1,384.0
2.5610788553574895,18.685573226061628,20,45,1.8,1.0,1.2,21,4,0,216.0
30.70379086296817,32.949784620959136,5,17,1.8,1.0,1.2,20,1,0,969.0
12.9459811875708,18.58100251375198,20,40,1.0,1.3,1.2,3,4,0,393.0
11.004137378940138,45.48843852839923,32,13,0.8,1.1,1.4,15,3,0,281.0
11.587516225426729,33.27831309384454,4,51,1.8,1.0,1.0,13,0,1,343.0
20.81009011342841,24.7392058296193,12,18,1.2,1.0,1.4,0,2,0,605.0
31.627470287714196,6.744062099938211,13,55,0.8,1.1,1.4,3,6,1,462.0
8.70383256005447,27.479675084210207,29,16,1.5,1.0,1.4,9,2,0,382.0
2.1871153521868263,39.41493089562901,26,57,1.8,1.0,1.4,10,4,0,276.0
27.72802740366814,16.950091910558612,5,36,1.2,1.0,1.4,6,4,0,728.0
15.293867773099077,41.30481063419453,9,42,1.0,1.5,1.4,3,0,0,641.0
12.501997245236362,16.331304472289666,10,7,1.2,1.0,1.2,0,6,0,307.0
24.42574334796329,42.06858745778602,21,58,1.5,1.0,1.6,0,2,0,942.0
8.40412635578117,8.837075372525483,20,56,1.8,1.1,1.2,16,6,1,237.0
13.60326698036971,43.97826689910633,15,20,2.0,1.0,1.6,9,0,0,597.0
19.932072699560493,27.463390291999872,15,24,1.2,1.0,1.2,4,4,1,347.0
27.03846862030263,18.34419153291179,26,36,1.5,1.0,1.0,6,5,1,429.0
14.518049378088538,16.930096268681694,21,27,2.0,1.3,1.2,7,6,0,575.0
4.080931254409449,24.44047515186632,25,21,1.0,1.0,1.4,1,4,1,121.0
12.905675123797144,49.957227414664025,14,20,0.8,1.1,1.2,8,1,0,328.0
8.092588345923641,14.914732704691215,19,42,1.8,1.5,1.4,3,4,0,348.0
14.051449082351986,9.644749199554983,32,12,1.0,1.3,1.4,11,4,0,366.0
31.93937708414121,31.326582592339786,33,23,0.8,1.1,1.2,10,6,1,329.0
12.137990136964866,26.984410989811572,30,34,1.0,1.1,1.4,4,5,1,255.0
29.20485597246623,28.58883219784883,24,38,1.0,1.3,1.2,11,0,0,779.0
13.540154375857897,35.01209379007477,14,18,1.0,1.5,1.2,20,1,0,474.0
5.797880430957836,17.02148314417922,30,26,1.0,1.5,1.4,3,1,0,254.0
7.4460308435591225,45.97992479227498,34,48,2.0,1.1,1.2,12,2,0,424.0
10.454233922510179,24.605242975503067,15,21,1.5,1.0,1.6,21,5,0,429.0
10.794083183942709,10.80887878141078,27,19,1.5,1.0,1.4,0,3,1,256.0
27.158104281814076,38.40344405302749,14,54,0.8,1.0,1.4,17,2,0,610.0
13.333186365698621,33.939695867803266,21,52,1.5,1.3,1.4,3,2,0,538.0
28.1708103134011,19.20845311178167,16,36,1.5,1.3,1.6,3,2,0,900.0
11.153036985289907,32.968342581532184,9,17,1.2,1.0,1.2,7,1,0,381.0
16.446329505158772,14.89378803660396,15,25,1.0,1.0,1.2,19,0,0,369.0
25.348927035100825,25.01777117032383,8,53,1.0,1.0,1.2,5,6,0,524.0
28.740385330064854,45.47356349752964,26,44,1.5,1.0,1.6,3,4,1,728.0
2.945919082734516,11.009040492233723,21,37,1.2,1.1,1.2,3,1,1,117.0
19.946806316381668,22.40134024943579,21,31,1.5,1.0,1.6,10,4,0,699.0
18.04208566444546,41.951409112415625,6,39,1.2,1.0,1.0,8,4,0,505.0
11.396585941710288,48.62709047327802,21,20,1.0,1.0,1.2,13,3,0,292.0
12.364839755134197,25.426676138980817,11,32,1.5,1.0,1.2,3,6,1,306.0
14.604600160939261,27.814982906450634,18,38,0.8,1.5,1.4,12,2,0,485.0
11.911962914628976,30.747738280269637,29,51,1.2,1.0,1.6,5,3,1,350.0
14.06814131364043,46.95566637351699,6,5,2.0,1.3,1.2,12,2,1,405.0
2.7119013046864073,43.61930559396634,8,45,1.5,1.0,1.4,2,1,0,299.0
8.658884970564769,12.677050607973996,10,52,1.0,1.0,1.2,22,4,1,150.0
7.831938202409053,24.654101803118376,29,35,1.0,1.1,1.4,6,3,1,185.0
13.657950520143528,25.880019268839185,31,40,1.2,1.1,1.0,0,5,0,348.0
